,action_taken,denial_reason_1,denial_reason_2,denial_reason_3
3046,3,1.0,,
3048,3,1.0,,
3049,1,,,
3051,1,,,
3053,3,3.0,,
3056,3,1.0,4.0,5.0
3057,2,,,
3059,3,4.0,,
3061,2,,,
3062,3,,,
3064,3,3.0,,
3067,3,,,
3070,3,7.0,,
3074,3,,,
3076,1,,,
3078,2,,,
3080,3,,,
3083,3,,,
3085,3,1.0,,
3088,3,,,
3091,3,,,
3092,1,,,
3093,3,4.0,,
3094,1,,,
3096,5,,,
3098,3,5.0,,
3099,3,1.0,,
3100,1,,,
3101,1,,,
3102,3,1.0,,
3105,1,,,
3110,3,1.0,,
3113,1,,,
3116,1,,,
3118,1,,,
3119,1,,,
3120,3,1.0,,
3132,3,1.0,9.0,
3133,3,5.0,,
3135,3,,,
3137,3,,,
3138,3,,,
3139,3,4.0,3.0,
3140,3,,,
3141,1,,,
3143,5,,,
3144,2,,,
3146,1,,,
3149,3,6.0,5.0,
3150,1,,,
3152,3,,,
3155,3,9.0,,
3156,1,,,
3158,2,,,
3159,5,,,
3160,3,9.0,,
3161,1,,,
3165,3,1.0,4.0,9.0
3167,2,,,
3169,3,3.0,,
3171,3,7.0,,
3173,3,3.0,5.0,
3174,3,3.0,,
3178,1,,,
3179,3,4.0,,
3180,3,4.0,,
3182,1,,,
3184,5,,,
3185,3,1.0,3.0,
3186,1,,,
3187,1,,,
3188,3,,,
3189,5,,,
3190,2,,,
3191,3,3.0,,
3195,1,,,
3196,3,1.0,,
3199,3,7.0,,
3205,2,,,
3206,5,,,
3207,3,1.0,,
3210,1,,,
3212,1,,,
3214,3,3.0,,
3217,5,,,
3218,2,,,
3220,3,3.0,,
3225,1,,,
3228,1,,,
3230,3,1.0,,
3231,3,3.0,4.0,
3233,3,4.0,5.0,
3235,1,,,
3237,5,,,
3240,5,,,
3241,5,,,
3246,3,3.0,1.0,
3248,5,,,
3250,3,3.0,,
3251,5,,,
3253,1,,,
3254,1,,,
3256,1,,,
3258,1,,,
3260,3,7.0,,
3261,1,,,
3265,3,4.0,,
3267,5,,,
3268,1,,,
3271,1,,,
3272,5,,,
3274,3,3.0,5.0,
3276,1,,,
3277,5,,,
3279,3,,,
3280,3,4.0,,
3283,2,,,
3284,3,4.0,,
3285,1,,,
3287,1,,,
3288,3,4.0,,
3289,2,,,
3290,3,3.0,1.0,
3292,1,,,
3294,3,1.0,3.0,
3295,5,,,
3297,1,,,
3298,3,7.0,,
3300,1,,,
3302,3,1.0,,
3303,1,,,
3304,5,,,
3305,3,3.0,,
3307,3,1.0,,
3319,3,,,
3321,3,3.0,,
3322,2,,,
3323,3,7.0,,
3324,2,,,
3326,3,5.0,,
3327,1,,,
3328,2,,,
3329,1,,,
3335,3,,,
3336,1,,,
3338,5,,,
3340,1,,,
3342,1,,,
3344,1,,,
3347,1,,,
3349,3,3.0,,
3350,3,4.0,,
3354,3,3.0,,
3356,3,1.0,3.0,
3357,3,3.0,,
3358,3,7.0,,
3359,5,,,
3360,3,,,
3367,3,1.0,,
3369,3,1.0,,
3371,1,,,
3372,5,,,
3374,1,,,
3377,3,1.0,,
3378,1,,,
3379,5,,,
3382,1,,,
3390,3,7.0,,
3392,1,,,
3395,5,,,
3397,1,,,
3402,1,,,
3403,3,1.0,,
3404,3,3.0,,
3405,1,,,
3406,5,,,
3409,1,,,
3410,2,,,
3413,3,3.0,1.0,
3418,2,,,
3420,3,4.0,5.0,9.0
3422,5,,,
3426,3,1.0,9.0,
3427,2,,,
3430,3,1.0,,
3432,1,,,
3433,1,,,
3438,5,,,
3439,1,,,
3440,1,,,
3443,3,3.0,,
3445,2,,,
3446,3,3.0,1.0,
3447,3,7.0,,
3449,3,,,
3453,3,7.0,,
3455,3,,,
3460,1,,,
3461,2,,,
3462,3,3.0,1.0,
3463,5,,,
3465,2,,,
3466,5,,,
3467,3,3.0,,
3469,3,4.0,3.0,1.0
3471,3,,,
3472,5,,,
3474,1,,,
3476,3,,,
3478,3,4.0,,
3480,3,1.0,,
3481,3,1.0,,
3483,2,,,
3487,1,,,
3489,1,,,
3490,2,,,
3491,5,,,
3492,3,,,
3493,3,3.0,,
3494,2,,,
3496,3,9.0,4.0,
3500,5,,,
3503,3,,,
3504,1,,,
3505,3,6.0,1.0,
3506,5,,,
3511,3,,,
3512,3,2.0,1.0,
3513,1,,,
3514,3,1.0,3.0,
3516,1,,,
3517,1,,,
3518,1,,,
3522,3,1.0,9.0,
3524,1,,,
3526,1,,,
3529,3,3.0,6.0,
3530,3,,,
3534,3,,,
3535,3,1.0,9.0,
3537,3,,,
3539,1,,,
3540,3,9.0,,
3542,3,4.0,,
3543,5,,,
3544,5,,,
3551,3,9.0,,
3555,1,,,
3558,2,,,
3561,1,,,
3564,1,,,
3565,3,9.0,,
3569,1,,,
3572,3,1.0,,
3573,1,,,
3574,2,,,
3577,5,,,
3579,3,7.0,,
3580,1,,,
3581,1,,,
3583,3,4.0,,
3587,1,,,
3589,1,,,
3591,3,1.0,,
3595,3,1.0,,
3596,3,6.0,,
3600,2,,,
3601,1,,,
3602,1,,,
3604,1,,,
3605,3,2.0,6.0,
3606,3,3.0,,
3607,3,,,
3609,1,,,
3612,3,,,
3615,3,3.0,,
3616,1,,,
3617,1,,,
3618,1,,,
3620,5,,,
3622,3,1.0,,
3623,1,,,
3625,1,,,
3627,2,,,
3628,1,,,
3631,3,1.0,,
3637,3,,,
3638,3,3.0,,9.0
3639,3,3.0,,
3641,1,,,
3642,1,,,
3643,2,,,
3644,3,,,
3645,1,,,
3647,3,1.0,4.0,5.0
3648,1,,,
3649,3,2.0,,
3651,3,3.0,,
3652,1,,,
3653,2,,,
3654,1,,,
3655,1,,,
3656,5,,,
3659,1,,,
3661,1,,,
3662,1,,,
3663,3,6.0,,
3665,3,4.0,,
3666,3,,,
3667,5,,,
3668,3,7.0,,
3671,3,3.0,,
3673,1,,,
3676,3,1.0,4.0,5.0
3678,3,1.0,,
3681,3,,,
3682,1,,,
3686,3,5.0,1.0,6.0
3687,1,,,
3688,3,,,
3689,3,,,
3691,1,,,
3692,1,,,
3693,5,,,
3699,3,1.0,,
3701,1,,,
3702,5,,,
3703,3,,,
3704,3,7.0,6.0,5.0
3706,1,,,
3710,1,,,
3712,3,1.0,3.0,
3714,3,1.0,3.0,
3715,3,4.0,,
3716,3,,,
3717,5,,,
3718,1,,,
3719,1,,,
3720,1,,,
3723,3,3.0,,
3727,1,,,
3729,2,,,
3732,3,6.0,1.0,
3733,1,,,
3734,3,,,
3739,1,,,
3740,3,1.0,4.0,5.0
3742,2,,,
3745,1,,,
3746,1,,,
3748,3,,,
3750,3,4.0,,
3751,1,,,
3752,1,,,
3754,1,,,
3755,3,3.0,,
3758,5,,,
3759,1,,,
3760,3,9.0,,
3761,1,,,
3763,1,,,
3765,1,,,
3766,3,4.0,,
3768,3,4.0,,
3770,3,1.0,,
3771,1,,,
3775,1,,,
3778,3,,,
3781,5,,,
3784,3,4.0,,
3785,3,1.0,,
3790,3,,,
3793,1,,,
3794,1,,,
3795,1,,,
3796,3,3.0,,
3797,3,3.0,,
3798,1,,,
3799,3,1.0,,
3802,1,,,
3803,1,,,
3805,1,,,
3807,1,,,
3808,3,1.0,,
3811,1,,,
3813,1,,,
3814,5,,,
3815,5,,,
3816,1,,,
3817,3,1.0,,
3818,3,4.0,,
3821,3,1.0,3.0,
3822,1,,,
3826,3,3.0,,
3827,3,1.0,9.0,3.0
3828,1,,,
3830,5,,,
3833,1,,,
3834,1,,,
3835,2,,,
3838,1,,,
3840,3,1.0,,
3842,3,3.0,,
3844,3,3.0,,
3845,3,4.0,,
3847,2,,,
3850,5,,,
3851,1,,,
3855,1,,,
3856,3,1.0,,
3857,1,,,
3858,1,,,
3859,1,,,
3861,1,,,
3863,3,1.0,,
3867,1,,,
3870,3,1.0,,
3871,3,5.0,,
3872,1,,,
3876,1,,,
3878,3,1.0,,
3880,2,,,
3885,3,9.0,,
3889,1,,,
3891,1,,,
3892,1,,,
3895,1,,,
3900,3,1.0,,
3901,3,,,
3902,1,,,
3903,1,,,
3905,1,,,
3906,1,,,
3909,5,,,
3914,3,1.0,9.0,
3915,3,5.0,,
3916,3,,,
3917,3,,,
3918,3,1.0,,
3922,3,4.0,9.0,
3923,3,1.0,9.0,
3928,1,,,
3930,3,,,
3933,1,,,
3935,3,1.0,5.0,
3936,1,,,
3939,2,,,
3940,1,,,
3942,3,3.0,6.0,
3944,1,,,
3945,3,1.0,,
3946,1,,,
3949,3,1.0,3.0,
3952,3,,,
3953,1,,,
3954,3,4.0,,
3955,3,3.0,,
3956,1,,,
3957,1,,,
3961,1,,,
3963,1,,,
3967,3,3.0,,
3971,1,,,
3972,1,,,
3973,1,,,
3975,3,4.0,9.0,
3976,3,,,
3977,3,6.0,,
3980,1,,,
3981,3,4.0,,
3984,1,,,
3986,3,,,
3989,1,,,
3990,3,4.0,,
3992,1,,,
3993,1,,,
3996,3,5.0,6.0,
3998,1,,,
3999,1,,,
4000,3,5.0,,
4005,1,,,
4008,1,,,
4009,3,4.0,,
4010,1,,,
4012,3,7.0,,
4014,1,,,
4016,3,7.0,,
4018,1,,,
4019,3,1.0,,
4022,5,,,
4023,3,7.0,,
4026,3,,,
4027,1,,,
4029,1,,,
4031,1,,,
4034,5,,,
4036,1,,,
4038,1,,,
4039,5,,,
4043,1,,,
4044,3,3.0,,
4045,5,,,
4047,3,7.0,,
4049,1,,,
4051,1,,,
4052,3,6.0,,
4054,3,9.0,,
4055,1,,,
4057,3,1.0,,
4060,3,1.0,,
4061,3,3.0,1.0,9.0
4062,3,6.0,,
4065,5,,,
4068,3,1.0,4.0,
4069,3,1.0,,
4073,3,1.0,9.0,
4076,1,,,
4078,3,3.0,,
4080,1,,,
4081,3,1.0,5.0,
4084,1,,,
4085,1,,,
4089,1,,,
4090,1,,,
4091,2,,,
4092,3,,,
4093,2,,,
4098,1,,,
4104,1,,,
4105,1,,,
4107,3,3.0,1.0,
4109,3,3.0,,
4110,1,,,
4112,1,,,
4114,3,1.0,,
4115,3,,,
4116,3,1.0,5.0,
4119,3,4.0,,
4120,3,3.0,,
4121,3,9.0,,
4122,1,,,
4123,1,,,
4124,3,4.0,,
4127,3,1.0,3.0,
4129,2,,,
4131,1,,,
4133,2,,,
4135,3,1.0,,
4136,1,,,
4137,3,,,
4139,1,,,
4140,3,1.0,3.0,
4142,1,,,
4151,1,,,
4153,1,,,
4154,1,,,
4155,1,,,
4156,5,,,
4159,1,,,
4160,1,,,
4163,1,,,
4165,3,9.0,,
4166,3,3.0,,
4167,3,1.0,,
4171,3,,,
4173,3,,,
4175,2,,,
4176,1,,,
4178,1,,,
4184,1,,,
4190,2,,,
4191,1,,,
4192,1,,,
4193,5,,,
4194,1,,,
4195,3,3.0,,
4198,1,,,
4199,3,9.0,,
4207,3,1.0,,
4210,3,,,
4214,5,,,
4215,1,,,
4220,1,,,
4222,3,4.0,,
4223,3,1.0,,
4224,5,,,
4225,3,,,
4227,5,,,
4228,3,,,
4229,3,,,
4231,5,,,
4235,3,6.0,1.0,
4236,1,,,
4237,3,1.0,4.0,9.0
4238,3,7.0,,
4239,1,,,
4240,3,3.0,9.0,
4241,3,,,
4242,3,9.0,,
4243,1,,,
4244,5,,,
4245,1,,,
4247,3,,,
4248,5,,,
4251,5,,,
4252,1,,,
4253,3,1.0,,
4254,1,,,
4257,1,,,
4260,3,,,
4262,1,,,
4264,1,,,
4268,1,,,
4269,3,1.0,,
4270,3,4.0,,
4272,2,,,
4278,1,,,
4280,1,,,
4281,5,,,
4286,3,1.0,,
4288,1,,,
4295,1,,,
4296,2,,,
4297,5,,,
4298,3,1.0,,
4299,3,,,
4302,5,,,
4303,3,1.0,,
4304,1,,,
4306,1,,,
4309,1,,,
4310,1,,,
4313,1,,,
4315,3,3.0,5.0,
4316,1,,,
4318,1,,,
4320,1,,,
4321,2,,,
4324,1,,,
4326,3,1.0,,
4329,1,,,
4331,3,4.0,3.0,
4333,3,4.0,,
4335,3,4.0,,
4336,2,,,
4337,3,4.0,,
4338,1,,,
4340,5,,,
4341,1,,,
4342,1,,,
4345,1,,,
4347,1,,,
4348,3,3.0,,
4350,3,3.0,1.0,
4351,1,,,
4354,1,,,
4356,1,,,
4361,1,,,
4363,3,3.0,,
4364,3,1.0,4.0,
4365,3,1.0,5.0,
4370,1,,,
4371,3,4.0,,
4377,3,4.0,5.0,
4378,3,,,
4380,2,,,
4381,3,5.0,,
4382,3,3.0,,
4384,3,1.0,,
4389,3,,,
4392,1,,,
4393,3,1.0,2.0,3.0
4394,3,5.0,4.0,7.0
4395,3,1.0,,
4401,3,,,
4402,1,,,
4405,3,3.0,,
4407,3,1.0,9.0,
4409,3,7.0,,
4410,3,1.0,,
4411,1,,,
4412,3,1.0,,
4413,3,1.0,,
4418,3,9.0,,
4419,1,,,
4420,3,3.0,,
4422,1,,,
4423,2,,,
4425,1,,,
4427,5,,,
4429,1,,,
4433,3,7.0,,
4438,3,,,
4441,2,,,
4444,1,,,
4447,1,,,
4448,3,3.0,,
4449,2,,,
4450,3,9.0,,
4451,1,,,
4452,1,,,
4453,3,1.0,5.0,
4454,3,1.0,,
4458,3,,,
4459,2,,,
4461,3,1.0,,
4462,3,,,
4465,3,1.0,,
4467,3,1.0,,
4469,1,,,
4470,1,,,
4476,1,,,
4477,5,,,
4478,1,,,
4481,1,,,
4483,3,9.0,,
4484,3,7.0,,
4485,2,,,
4487,3,1.0,,
4489,1,,,
4491,1,,,
4492,3,3.0,1.0,
4494,1,,,
4495,5,,,
4496,3,4.0,,
4498,2,,,
4500,2,,,
4501,3,1.0,,
4502,3,9.0,,
4505,1,,,
4507,3,1.0,,
4508,1,,,
4509,1,,,
4510,1,,,
4511,1,,,
4513,3,4.0,,
4514,1,,,
4515,3,6.0,5.0,
4516,3,1.0,,
4518,1,,,
4519,1,,,
4520,2,,,
4521,1,,,
4523,3,,,
4524,5,,,
4525,1,,,
4526,1,,,
4527,3,4.0,,
4529,3,9.0,,
4531,3,4.0,,
4532,3,1.0,,
4533,2,,,
4536,1,,,
4537,5,,,
4538,3,1.0,,
4539,3,3.0,,
4540,1,,,
4541,1,,,
4543,3,1.0,,
4548,3,,,
4550,2,,,
4551,1,,,
4553,2,,,
4554,3,3.0,,
4555,3,,,
4557,1,,,
4558,3,7.0,,
4560,3,4.0,,
4562,3,1.0,,
4564,3,3.0,,
4566,2,,,
4568,1,,,
4570,5,,,
4571,5,,,
4572,5,,,
4576,3,1.0,,
4578,1,,,
4580,3,9.0,,
4582,3,4.0,,
4584,2,,,
4587,1,,,
4590,3,6.0,,
4595,3,7.0,,
4597,3,9.0,,
4598,3,7.0,,
4600,1,,,
4603,3,3.0,1.0,
4606,2,,,
4608,3,3.0,1.0,4.0
4611,3,4.0,,
4613,1,,,
4619,3,7.0,,
4620,5,,,
4624,1,,,
4627,2,,,
4631,3,3.0,,
4632,1,,,
4635,1,,,
4636,5,,,
4638,1,,,
4639,1,,,
4640,2,,,
4641,1,,,
4642,1,,,
4645,1,,,
4648,1,,,
4649,1,,,
4651,1,,,
4652,3,1.0,,
4654,1,,,
4655,3,1.0,,
4657,5,,,
4661,1,,,
4662,5,,,
4663,5,,,
4667,3,3.0,,
4669,1,,,
4672,5,,,
4675,1,,,
4676,3,9.0,,
4679,3,3.0,,
4681,3,1.0,5.0,
4682,1,,,
4686,1,,,
4689,3,4.0,,
4690,1,,,
4691,3,7.0,,
4692,3,7.0,,
4696,3,9.0,,
4703,3,1.0,,
4704,3,,,
4705,5,,,
4706,3,4.0,,
4707,3,9.0,,
4713,3,,,
4717,1,,,
4719,3,,,
4720,1,,,
4724,3,4.0,,
4725,3,3.0,,
4726,1,,,
4731,1,,,
4732,1,,,
4733,3,1.0,,
4737,3,1.0,,
4738,5,,,
4740,3,9.0,3.0,
4742,3,9.0,3.0,
4745,3,7.0,,
4746,1,,,
4747,3,3.0,,
4749,5,,,
4750,5,,,
4751,1,,,
4752,5,,,
4753,3,1.0,3.0,
4755,1,,,
4757,1,,,
4758,2,,,
4759,1,,,
4760,1,,,
4761,1,,,
4762,1,,,
4764,3,4.0,,
4765,3,,,
4767,3,9.0,,
4768,3,1.0,5.0,6.0
4769,1,,,
4770,5,,,
4774,2,,,
4775,3,,,
4776,3,,,
4777,2,,,
4780,3,4.0,,
4781,3,9.0,7.0,
4782,3,4.0,,
4783,1,,,
4784,3,3.0,,
4786,1,,,
4788,3,6.0,,
4791,1,,,
4795,5,,,
4798,3,7.0,,
4799,3,2.0,3.0,
4806,3,7.0,,
4809,5,,,
4818,1,,,
4820,1,,,
4822,2,,,
4823,5,,,
4826,3,4.0,,
4828,1,,,
4831,5,,,
4833,1,,,
4834,1,,,
4836,1,,,
4837,3,4.0,,
4838,2,,,
4839,1,,,
4841,2,,,
4842,3,,,
4846,3,7.0,,
4847,1,,,
4848,1,,,
4850,1,,,
4851,1,,,
4853,3,3.0,5.0,
4855,3,3.0,,
4856,3,1.0,3.0,
4858,3,4.0,,
4859,3,9.0,,
4861,1,,,
4864,1,,,
4866,1,,,
4868,1,,,
4869,5,,,
4871,5,,,
4872,5,,,
4875,1,,,
4880,1,,,
4881,1,,,
4882,1,,,
4884,1,,,
4885,1,,,
4888,3,1.0,,
4889,1,,,
4891,1,,,
4892,1,,,
4894,5,,,
4895,1,,,
4896,3,9.0,3.0,
4897,3,3.0,,
4899,3,,,
4900,3,1.0,,
4901,3,3.0,,
4903,1,,,
4906,1,,,
4908,3,1.0,,
4909,1,,,
4910,1,,,
4912,3,3.0,,
4913,1,,,
4916,1,,,
4919,3,6.0,7.0,
4920,1,,,
4922,3,1.0,,
4923,1,,,
4925,1,,,
4926,1,,,
4928,1,,,
4930,3,,,
4932,3,9.0,,
4933,5,,,
4934,2,,,
4935,5,,,
4936,3,5.0,,
4938,3,4.0,,
4940,3,1.0,,
4942,1,,,
4943,1,,,
4945,3,1.0,9.0,
4946,1,,,
4947,1,,,
4948,3,4.0,,
4949,1,,,
4950,1,,,
4952,1,,,
4953,3,9.0,3.0,
4955,3,3.0,9.0,
4958,1,,,
4961,1,,,
4962,1,,,
4963,2,,,
4964,1,,,
4965,3,4.0,,
4968,5,,,
4970,3,4.0,,
4971,3,1.0,5.0,
4973,1,,,
4974,1,,,
4976,1,,,
4979,1,,,
4980,3,3.0,,
4982,1,,,
4983,5,,,
4984,1,,,
4987,3,9.0,,
4988,3,1.0,4.0,
4990,1,,,
4992,2,,,
4994,1,,,
4999,1,,,
5000,3,1.0,,
5003,1,,,
5006,1,,,
5007,1,,,
5008,1,,,
5012,5,,,
5015,2,,,
5018,1,,,
5019,1,,,
5021,1,,,
5022,1,,,
5023,1,,,
5026,5,,,
5028,1,,,
5030,3,1.0,5.0,
5031,1,,,
5033,1,,,
5036,3,1.0,3.0,
5037,5,,,
5038,3,,,
5039,1,,,
5042,3,9.0,,
5044,1,,,
5045,1,,,
5046,1,,,
5048,2,,,
5051,3,1.0,,
5053,1,,,
5057,1,,,
5058,1,,,
5060,3,,,
5061,3,4.0,,
5062,1,,,
5065,1,,,
5066,1,,,
5069,1,,,
5072,1,,,
5074,1,,,
5076,1,,,
5077,1,,,
5078,1,,,
5080,1,,,
5081,3,4.0,,
5083,1,,,
5084,3,1.0,3.0,
5087,1,,,
5088,3,,,
5089,5,,,
5090,2,,,
5091,1,,,
5092,3,9.0,,
5094,2,,,
5096,1,,,
5097,3,,,
5099,3,1.0,,
5100,1,,,
5103,3,1.0,6.0,
5104,1,,,
5107,1,,,
5109,1,,,
5110,1,,,
5113,1,,,
5114,1,,,
5115,1,,,
5116,1,,,
5119,1,,,
5120,3,,,
5122,3,,,
5126,1,,,
5127,1,,,
5129,3,5.0,,
5131,1,,,
5132,3,7.0,,
5134,1,,,
5136,3,1.0,6.0,7.0
5138,3,1.0,6.0,
5140,1,,,
5144,5,,,
5145,3,4.0,,
5149,3,1.0,,
5151,1,,,
5153,1,,,
5154,1,,,
5155,3,,,
5156,1,,,
5158,3,9.0,,
5159,1,,,
5160,1,,,
5161,3,3.0,4.0,
5163,1,,,
5165,1,,,
5168,1,,,
5169,3,2.0,3.0,
5170,2,,,
5171,1,,,
5173,1,,,
5174,3,,,
5176,1,,,
5182,3,3.0,6.0,1.0
5183,3,,,
5189,1,,,
5191,3,9.0,5.0,
5196,1,,,
5198,1,,,
5201,3,3.0,,
5202,1,,,
5203,2,,,
5205,5,,,
5207,1,,,
5208,1,,,
5212,3,1.0,,
5216,1,,,
5218,3,1.0,2.0,
5219,1,,,
5220,1,,,
5224,1,,,
5225,1,,,
5226,1,,,
5227,3,7.0,,
5229,2,,,
5231,1,,,
5235,1,,,
5236,3,4.0,,
5238,3,,,
5239,3,5.0,6.0,1.0
5241,1,,,
5242,5,,,
5245,3,1.0,5.0,
5250,3,7.0,,
5251,3,1.0,3.0,
5252,2,,,
5253,1,,,
5255,2,,,
5257,1,,,
5258,1,,,
5261,2,,,
5263,3,4.0,,
5264,1,,,
5265,1,,,
5267,1,,,
5268,3,,,
5269,3,1.0,,
5270,1,,,
5272,3,,,
5273,1,,,
5276,1,,,
5277,3,9.0,1.0,
5279,1,,,
5280,3,9.0,,
5285,3,1.0,,
5286,1,,,
5287,1,,,
5289,1,,,
5290,3,7.0,,
5291,1,,,
5292,1,,,
5293,3,,,
5296,2,,,
5297,1,,,
5298,3,3.0,,
5301,3,,,
5303,5,,,
5306,1,,,
5308,1,,,
5311,1,,,
5314,3,1.0,,
5316,1,,,
5318,2,,,
5322,1,,,
5323,3,3.0,,
5324,1,,,
5325,3,6.0,,
5326,1,,,
5328,1,,,
5329,1,,,
5331,1,,,
5333,1,,,
5334,1,,,
5337,3,3.0,,
5339,5,,,
5340,5,,,
5341,1,,,
5343,1,,,
5345,1,,,
5346,1,,,
5347,3,,,
5348,2,,,
5350,1,,,
5355,1,,,
5357,1,,,
5359,1,,,
5362,3,4.0,,
5363,1,,,
5364,5,,,
5366,1,,,
5367,3,3.0,,
5368,1,,,
5370,5,,,
5371,5,,,
5373,3,,,
5375,1,,,
5376,3,6.0,,
5377,1,,,
5379,3,,,
5381,3,,,
5382,1,,,
5384,2,,,
5387,2,,,
5388,1,,,
5390,1,,,
5392,1,,,
5393,1,,,
5395,3,4.0,,
5396,1,,,
5398,5,,,
5399,1,,,
5400,1,,,
5402,2,,,
5404,1,,,
5409,1,,,
5413,3,1.0,,
5414,1,,,
5422,1,,,
5423,3,1.0,3.0,
5427,1,,,
5430,1,,,
5431,3,7.0,,
5433,1,,,
5441,1,,,
5442,3,3.0,,
5444,1,,,
5445,2,,,
5447,1,,,
5448,3,7.0,,
5450,1,,,
5451,3,1.0,,
5452,3,4.0,,
5456,1,,,
5459,3,,,
5461,1,,,
5462,1,,,
5463,1,,,
5465,1,,,
5469,3,,,
5470,1,,,
5472,1,,,
5473,3,4.0,,
5479,2,,,
5480,1,,,
5486,3,1.0,,
5487,1,,,
5489,1,,,
5490,1,,,
5491,1,,,
5493,3,4.0,5.0,
5498,1,,,
5499,1,,,
5500,1,,,
5501,3,1.0,,
5504,1,,,
5508,1,,,
5510,5,,,
5517,1,,,
5518,3,1.0,,
5519,1,,,
5520,1,,,
5524,1,,,
5526,1,,,
5527,1,,,
5528,3,3.0,,
5529,3,,,
5530,3,,,
5534,3,2.0,,
5535,1,,,
5536,1,,,
5542,1,,,
5543,1,,,
5549,1,,,
5550,3,4.0,,
5551,2,,,
5555,1,,,
5557,3,1.0,5.0,
5558,2,,,
5560,1,,,
5563,3,4.0,,
5564,1,,,
5565,1,,,
5567,3,3.0,,
5568,5,,,
5574,3,1.0,3.0,
5576,3,7.0,,
5578,1,,,
5580,1,,,
5581,1,,,
5582,1,,,
5583,3,,,
5584,1,,,
5586,1,,,
5588,3,4.0,,
5589,3,,,
5590,3,1.0,,
5592,5,,,
5597,3,7.0,,
5598,1,,,
5601,1,,,
5602,1,,,
5605,1,,,
5607,3,7.0,,
5608,3,1.0,,
5609,3,9.0,,
5612,5,,,
5613,1,,,
5614,3,5.0,,
5615,3,6.0,,
5618,1,,,
5623,1,,,
5627,5,,,
5631,1,,,
5632,1,,,
5636,2,,,
5639,3,1.0,,
5640,1,,,
5641,5,,,
5642,3,4.0,,
5645,1,,,
5646,2,,,
5647,1,,,
5651,5,,,
5654,3,3.0,,
5657,3,1.0,,
5658,1,,,
5659,1,,,
5661,1,,,
5662,3,4.0,,
5663,3,,,
5664,1,,,
5665,1,,,
5667,1,,,
5668,1,,,
5675,1,,,
5676,3,,,
5677,1,,,
5678,1,,,
5681,1,,,
5683,1,,,
5687,3,1.0,,
5698,2,,,
5699,3,1.0,2.0,
5700,1,,,
5701,1,,,
5702,1,,,
5704,1,,,
5706,1,,,
5710,3,1.0,3.0,9.0
5714,1,,,
5716,3,4.0,2.0,
5721,3,3.0,,
5722,1,,,
5723,1,,,
5724,3,3.0,,
5725,3,4.0,,
5726,1,,,
5727,1,,,
5729,3,4.0,,
5731,1,,,
5732,3,3.0,,
5733,1,,,
5737,5,,,
5738,1,,,
5739,1,,,
5740,3,,,
5743,3,1.0,,
5746,1,,,
5749,1,,,
5751,3,1.0,,
5756,3,1.0,,
5758,1,,,
5759,1,,,
5761,1,,,
5765,5,,,
5767,3,9.0,5.0,
5770,2,,,
5772,3,,,
5773,1,,,
5774,3,7.0,,
5775,1,,,
5779,1,,,
5780,3,1.0,,
5781,1,,,
5782,1,,,
5783,1,,,
5785,1,,,
5786,1,,,
5787,3,1.0,,
5788,1,,,
5789,1,,,
5793,3,9.0,,
5794,1,,,
5796,1,,,
5800,1,,,
5801,3,1.0,3.0,
5805,1,,,
5807,3,3.0,,
5808,3,1.0,6.0,
5809,3,7.0,,
5811,1,,,
5814,3,3.0,,
5815,1,,,
5816,1,,,
5818,1,,,
5820,3,7.0,,
5822,1,,,
5824,1,,,
5826,1,,,
5829,1,,,
5830,3,6.0,9.0,
5831,3,6.0,,
5836,3,3.0,,
5838,1,,,
5839,1,,,
5841,1,,,
5843,5,,,
5846,1,,,
5847,3,,,
5848,1,,,
5849,1,,,
5850,3,9.0,,
5851,1,,,
5855,1,,,
5857,3,3.0,,
5858,1,,,
5859,1,,,
5860,3,,,
5861,1,,,
5862,1,,,
5865,3,4.0,7.0,
5867,1,,,
5871,3,4.0,9.0,
5875,3,1.0,,
5876,1,,,
5877,1,,,
5879,1,,,
5881,3,4.0,,
5882,3,6.0,,
5883,3,4.0,,
5890,3,7.0,,
5892,1,,,
5893,1,,,
5896,3,9.0,,
5897,1,,,
5898,1,,,
5899,1,,,
5900,1,,,
5901,1,,,
5904,1,,,
5906,3,,,
5908,5,,,
5911,2,,,
5912,1,,,
5913,5,,,
5915,1,,,
5916,3,1.0,9.0,
5917,3,9.0,,
5919,1,,,
5922,1,,,
5930,3,7.0,,
5933,1,,,
5934,5,,,
5935,1,,,
5936,3,,,
5938,3,,,
5940,2,,,
5941,5,,,
5947,1,,,
5949,1,,,
5950,1,,,
5951,3,3.0,,
5953,3,4.0,,
5956,1,,,
5957,3,,,
5958,1,,,
5960,1,,,
5961,3,1.0,,
5965,3,1.0,,
5969,3,1.0,,
5971,3,,,
5972,1,,,
5974,5,,,
5975,1,,,
5977,5,,,
5980,1,,,
5982,3,,,
5983,3,3.0,,
5984,1,,,
5985,1,,,
5986,3,,,
5987,1,,,
5990,1,,,
5992,3,,,
5993,3,7.0,,
5995,3,1.0,,
5996,3,,,
5997,1,,,
5998,3,1.0,6.0,
6001,1,,,
6003,1,,,
6008,1,,,
6011,3,3.0,,
6013,5,,,
6016,3,,,
6017,1,,,
6019,5,,,
6023,3,,,
6024,3,3.0,,
6027,3,1.0,5.0,
6029,3,,,
6030,3,6.0,,
6033,3,3.0,1.0,
6037,3,4.0,,
